Date,P_regime_0,P_regime_1,P_regime_2,P_regime_3,P_regime_4
2015-07-09,0.0003019367690833539,1.0092186481073789e-115,0.00566324590460462,0.00020193751986390365,0.9938328798064481
2015-07-10,0.009162256319577289,1.271751644188621e-114,0.7222212074014767,0.0026857251824852655,0.26593081109646083
2015-07-13,0.00416372762836331,6.847078355127078e-119,0.9945164578333935,0.0013032347214315856,1.6579816811719917e-05
2015-07-14,0.03281267623007782,1.933927682295463e-122,0.9621009441258908,0.005082227722721418,4.151921310068255e-06
2015-07-15,0.017931603827188745,5.403291176596634e-123,0.9767761678574801,0.00529212781046709,1.0050486416291461e-07
2015-07-16,0.01980068781931504,1.452169373581624e-124,0.9757075060185554,0.004491803398592023,2.7635375387999524e-09
2015-07-17,0.03331836237380364,1.066429606170203e-121,0.9331292495815836,0.03355185927502164,5.287695910615869e-07
2015-07-20,0.42765913178354253,6.38569314229934e-120,0.49116218952285673,0.06926269641249948,0.01191598228110114
2015-07-21,0.7458646243706831,3.7065188813317093e-122,0.2047923757294873,0.04089350226514124,0.008449497634688339
2015-07-22,0.5829238603688204,1.3095614368160187e-121,0.25160750803085413,0.16147746266957982,0.00399116893074581
2015-07-23,0.743100968038829,2.3797868687729053e-121,0.07955368121142883,0.03793906723245162,0.13940628351729067
2015-07-24,0.2286863572351075,2.5892062786599174e-119,0.038418560415878135,0.0209408546173865,0.7119542277316279
2015-07-27,0.010222395595059008,1.0444891656600066e-116,0.010015704603843736,0.001417307455755156,0.9783445923453421
2015-07-28,0.500857850107876,3.1959067394233694e-118,0.3231349323255933,0.023527263308714776,0.152479954257816
2015-07-29,0.9745842227675896,7.069059652213156e-129,0.008932538154229439,0.0163125691703866,0.00017066990779434341
2015-07-30,0.9827214961763686,2.3322721867546474e-131,0.004665030676522344,0.012602053751859398,1.1419395249644795e-05
2015-07-31,0.9494601333434717,3.766794362089432e-130,0.011333869246112377,0.03919440354440613,1.1593866009666904e-05
2015-08-03,0.9789394348998861,6.843539847236477e-132,0.011132553545857982,0.009927595160579079,4.163936769066424e-07
2015-08-04,0.9838187361818292,2.8352524195485205e-131,0.002785382757879524,0.013309942505311312,8.593855497997836e-05
2015-08-05,0.9840467532518972,1.5027220340955592e-131,0.0008184106879820992,0.014857089241748115,0.0002777468183726333
2015-08-06,0.9344164870195479,3.5823836686285225e-128,0.000966229084422959,0.0399603981528603,0.024656885743168787
2015-08-07,0.9969183045823302,8.36675516024871e-134,5.143131614649554e-05,0.002959725905119068,7.053819640418546e-05
2015-08-10,0.9984930155341889,1.0565372314886003e-136,1.4626553639045926e-05,0.0014912985943986525,1.0593177733379426e-06
2015-08-11,0.9978029981483149,1.695509175707824e-132,3.0680331053763224e-05,0.0020540214825838328,0.00011230003804769351
2015-08-12,0.9966510398788893,9.823804291366835e-130,0.00012395589079721773,0.001697963015967235,0.0015270412143463747
2015-08-13,0.9989610666465524,5.984922097673656e-132,8.69359843952653e-05,0.0008288242300360687,0.0001231731390163313
2015-08-14,0.9990948060457832,6.693241887615318e-134,3.409272753590413e-05,0.0008127185262865002,5.838270039445048e-05
2015-08-17,0.999017894592908,1.977988722024956e-135,1.1793491680607961e-05,0.00087836300299708,9.19489124142873e-05
2015-08-18,0.9967119564823919,2.5164803750045166e-134,3.884221095314273e-05,0.003062454708503504,0.00018674659815134186
2015-08-19,0.997016349464005,1.3169033181701276e-131,7.29007812521668e-05,0.0015089995003007757,0.0014017502544421219
2015-08-20,0.00016929655212704088,7.22737787446234e-119,3.6504630652514042e-06,1.0139103133734066e-06,0.9998260390744944
2015-08-21,2.645380713985446e-16,1.0953872601124453e-102,1.0569177208834757e-13,3.2891191704667113e-16,0.9999999999998938
2015-08-24,5.818873946476706e-27,3.109523820480949e-85,1.3348585797300126e-19,6.909874759870945e-26,1.0
2015-08-25,2.9645962622563493e-24,1.1751760993684198e-81,6.228481884938435e-16,1.649119666046329e-23,0.9999999999999993
2015-08-26,1.8599584014486372e-21,5.627217429169315e-72,8.184360936320035e-11,8.644487875304891e-20,0.9999999999181565
2015-08-27,6.249627244842871e-17,2.5184442342942093e-69,5.789621133517248e-05,1.2194899049441653e-15,0.9999421037886635
2015-08-28,2.161184221330706e-13,9.29408732960942e-69,0.8928313212817178,5.303349609412943e-12,0.1071686787127627
2015-08-31,2.3407392553394695e-14,3.5867299006797897e-71,0.9999972567492628,4.542681327063701e-13,2.743250259595643e-06
2015-09-01,8.208700800013025e-15,2.673082043835282e-64,0.9958762256022647,6.144903667287864e-14,0.004123774397665778
2015-09-02,2.2141841249698623e-14,9.07223286503536e-67,0.9995208520647917,3.44699652990762e-13,0.0004791479348414032
2015-09-03,2.2253250405010377e-13,1.3332060756311555e-69,0.9931617925432451,2.405325953295865e-12,0.00683820745412697
2015-09-04,2.1450699566843674e-13,1.3125074508892024e-68,0.9497097663405802,5.9566322133881265e-12,0.05029023365324862
2015-09-08,7.229940613855175e-14,4.181715569889476e-73,0.999997679850964,1.2576044103345974e-12,2.320147706219501e-06
2015-09-09,4.355868854646804e-14,1.0058598525787755e-69,0.9946415195446865,2.8936786322082003e-12,0.005358480452376232
2015-09-10,1.4508282462703087e-13,5.208007732911664e-73,0.9995083573994289,5.958818919068843e-12,0.0004916425944672349
2015-09-11,9.760573855390497e-13,1.5493215210122424e-77,0.9999526057240603,2.5345775875184986e-12,4.739427242908768e-05
2015-09-14,1.1693601688488133e-11,1.2121012768860207e-80,0.9997939492637334,3.0078766814773216e-10,0.0002060504237852613
